fund_code,fund_name,index_code,index_name,tracking_error,info_ratio_track
019686,广发中债1-3年国开债指数D,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.006643538859684864,0.8733821998549386
020017,广发中债1-3年农发债指数D,CBOND_农发行债券总指数_1-3年,中债1-3年农发行债券财富指数,0.005423476304544278,0.36135874224723985
020342,交银中债1-3年农发债指数D,CBOND_农发行债券总指数_1-3年,中债1-3年农发行债券财富指数,0.011742169031010132,-0.4274757359150953
020379,大成彭博农发行债1-3年指数D,CBOND_农发行债券总指数_1-3年,中债1-3年农发行债券财富指数,0.006767360913582504,0.7859058196123185
020394,大成中债1-3年国开债指数D,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.006672672701596611,-0.31735897760931486
020505,大成中债3-5年国开债指数D,CBOND_国开行债券总指数_3-5年,中债3-5年国开行债券财富指数,0.007890099575318672,-0.1765195569883157
020544,财通资管中债1-3年国开债E,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.008056530581595427,-0.02041014117744331
020591,汇添富中债7-10年国开债E,CBOND_国开行债券总指数_7-10年,中债7-10年国开行债券财富指数,0.010047725807239706,0.1559150734330445
020643,国泰中债1-3年国开债E,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.004396300728573863,0.05677280072332104
020700,广发中债农发债总指数D,CBOND_农发行债券总指数_总值,中债农发行债券财富指数,0.009975240605679616,0.4443220114845851
020992,华安中债7-10年国开债E,CBOND_国开行债券总指数_7-10年,中债7-10年国开行债券财富指数,0.009867771353104446,-0.39381436796552416
021037,南方中债7-10年国开行债券指数I,CBOND_国开行债券总指数_7-10年,中债7-10年国开行债券财富指数,0.01079196501350476,0.08586846741579389
021138,上银中债1-3年国开行债券指数C,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.008925608710251758,-0.8128858971613672
021258,富国中债-1-3年国开行债券指数E,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.0047004534721926386,0.46318171213038006
021259,富国中债0-2年国开行债券指数E,CBOND_国开行债券总指数_总值,中债国开行债券财富指数,0.007803803304523683,-1.9708239637616047
021371,华宝1-3年国开债指数C,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.004812562178352477,-0.7673732421323356
021609,广发中债7-10年国开债指数D,CBOND_国开行债券总指数_7-10年,中债7-10年国开行债券财富指数,0.010566963652903959,0.30594594312895274
021997,中银中债3-5年期农发行债券指数D,CBOND_农发行债券总指数_3-5年,中债3-5年农发行债券财富指数,0.006484115688468486,-0.5803968772438663
022025,汇添富中债7-10年国开债D,CBOND_国开行债券总指数_7-10年,中债7-10年国开行债券财富指数,0.010503274019028144,0.29807366070749836
022132,鹏华中债3-5年国开行债券指数D,CBOND_国开行债券总指数_3-5年,中债3-5年国开行债券财富指数,0.007134874445914932,0.37302261068095477
022185,鹏华中债1-3年国开行债券指数D,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.005202618111204108,0.1951351824974627
022186,鹏华中债1-3年农发行债券指数D,CBOND_农发行债券总指数_1-3年,中债1-3年农发行债券财富指数,0.22721132094469149,0.7827402062152181
022253,前海开源1-3年国开债D,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.005616014790422804,0.5121322846317049
022255,鑫元中债1-3年国开行债券指数D,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.004845674717310606,-0.30889629583385253
022359,易方达中债7-10年期国开行债券指数D,CBOND_国开行债券总指数_7-10年,中债7-10年国开行债券财富指数,0.008328430587233942,0.056824989533522184
022533,天弘中债1-3年国开债指数发起E,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.002810472985167385,-1.6892468389779456
022588,南方中债3-5年农发行债券指数I,CBOND_农发行债券总指数_3-5年,中债3-5年农发行债券财富指数,0.006193008810348977,-0.2536840255768494
022633,南方中债0-2年国开行债券指数I,CBOND_国开行债券总指数_总值,中债国开行债券财富指数,0.007397901402668385,-1.1860503714642678
022711,南方中债1-3年国开行债券指数I,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.004315967213834567,-0.4819658265881671
022724,南方中债7-10年国开行债券指数D,CBOND_国开行债券总指数_7-10年,中债7-10年国开行债券财富指数,0.01053902099159862,0.7960431680833425
022727,南方中债3-5年农发行债券指数D,CBOND_农发行债券总指数_3-5年,中债3-5年农发行债券财富指数,0.00637666964441608,-0.17843700266648307
022783,南方中债0-2年国开行债券指数D,CBOND_国开行债券总指数_总值,中债国开行债券财富指数,0.00530211869563213,-0.4113921360270317
022827,南方中债1-3年国开行债券指数D,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.004208052354380533,-0.8147646481105357
023533,鑫元中债3-5年国开行债券指数D,CBOND_国开行债券总指数_3-5年,中债3-5年国开行债券财富指数,0.005301689089674234,0.21916857121158917
023936,嘉实中债3-5年国开债指数D,CBOND_国开行债券总指数_3-5年,中债3-5年国开行债券财富指数,0.0052785742628314765,-0.427361275098905
024163,上银中债1-3年农发行债券指数C,CBOND_农发行债券总指数_1-3年,中债1-3年农发行债券财富指数,0.08661496533978326,-1.01446281432933
024341,银华中债1-3年农发行债券指数D,CBOND_农发行债券总指数_1-3年,中债1-3年农发行债券财富指数,0.0036785523297108605,-0.13914414729224384
024690,民生加银中债1-3年农发债指数C,CBOND_农发行债券总指数_1-3年,中债1-3年农发行债券财富指数,0.004190999143562771,-1.534084751744147
025947,鹏华中债1-3年国开行债券指数I,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.003044879665317382,-0.19739437564538967
159649,国开债ETF华安,CBOND_国开行债券总指数_总值,中债国开行债券财富指数,0.006179928759275924,-1.273327382404061
159650,国开债ETF博时,CBOND_国开行债券总指数_总值,中债国开行债券财富指数,0.007143051148823057,-1.7238606196135768
159651,国开债ETF平安,CBOND_国开行债券总指数_总值,中债国开行债券财富指数,0.007925485324893376,-1.8520619624430468
